0.00200009346008,00
0.0199999809265,70
0.0380001068115,27.00
0.0520000457764,24.00
0.0720000267029,23.00
0.0870001316071,34.00
0.104000091553,38.00
0.121000051498,42.00
0.138000011444,47.00
0.155000209808,52.00
0.171000003815,52.00
0.18700003624,60.00
0.205000162125,63.00
0.22100019455,68.00
0.238000154495,67.00
0.251000165939,65.00
0.272000074387,
0.286000013351,32.00
0.305000066757,30.00
0.320000171661,26.00
0.338000059128,28.00
0.355000019073,27.00
0.369000196457,24.00
0.388000011444,23.00
0.404000043869,34.00
0.421000003815,38.00
0.438000202179,42.00
0.452000141144,47.00
0.469000101089,52.00
0.488000154495,52.00
0.505000114441,60.00
0.521000146866,63.00
0.538000106812,68.00
0.554000139236,67.00
0.571000099182,65.00
1.67000007629,623.00
1.68800020218,624.00
1.70200014114,623.00
1.71900010109,615.00
1.73600006104,591.00
1.75400018692,570.00
1.76999998093,550.00
1.78700017929,534.00
1.80300021172,523.00
1.81900000572,512.00
1.83800005913,497.00
1.85400009155,477.00
1.8710000515,466.00
1.88700008392,463.00
1.90400004387,455.00
1.92100000381,450.00
1.9350001812,447.00
1.95300006866,445.00
1.97000002861,442.00
1.98500013351,429.00
2.00400018692,424.00
2.01900005341,421.00
2.03500008583,415.00
2.05500006676,409.00
2.07100009918,402.00
2.08600020409,396.00
2.10500001907,383.00
2.1210000515,373.00
2.13800001144,366.00
2.15500020981,360.00
2.17100000381,357.00
2.18800020218,352.00
2.20399999619,347.00
2.22100019455,341.00
2.23500013351,331.00
2.25300002098,321.00
2.26999998093,310.00
2.28800010681,297.00
2.30300021172,283.00
2.32000017166,265.00
2.33800005913,251.00
2.35400009155,241.00
2.3710000515,236.00
2.38800001144,232.00
2.40300011635,223.00
2.42100000381,209.00
2.43700003624,199.00
2.45200014114,190.00
2.47100019455,180.00
2.48699998856,170.00
2.50400018692,168.00
2.51999998093,166.00
2.53500008583,161.00
2.55500006676,156.00
2.56900000572,151.00
2.58800005913,145.00
2.60199999809,142.00
2.6210000515,140.00
2.63800001144,139.00
2.65400004387,133.00
2.67100000381,122.00
2.68700003624,117.00
2.70399999619,119.00
2.72000002861,124.00
2.7380001545,127.00
2.75300002098,129.00
2.76900005341,128.00
2.78500008583,125.00
2.80400013924,123.00
2.82100009918,124.00
2.83700013161,116.00
2.85199999809,112.00
2.8710000515,112.00
2.88700008392,112.00
2.90400004387,112.00
2.92100000381,109.00
2.93700003624,108.00
2.95200014114,103.00
2.96900010109,102.00
2.98699998856,96.00
3.00300002098,89.00
